geo_value,time_value,raw_search
nv,2020-04-15,0.0
ny,2020-04-15,27.513766492748
oh,2020-04-15,17.148256108185
ok,2020-04-15,37.923441926246
or,2020-04-15,0.0
pa,2020-04-15,21.275788247585
ri,2020-04-15,34.12970677839
sc,2020-04-15,9.3141981467571
sd,2020-04-15,0.0
tn,2020-04-15,12.992061831661
tx,2020-04-15,12.342971595453
ut,2020-04-15,24.126173228402
va,2020-04-15,12.960247414258
vt,2020-04-15,0.0
wa,2020-04-15,10.784104236484
wi,2020-04-15,0.0
wv,2020-04-15,0.0
wy,2020-04-15,0.0
ak,2020-04-16,0.0
al,2020-04-16,20.285756796796
ar,2020-04-16,36.086753762956
az,2020-04-16,15.033517875473
ca,2020-04-16,16.596944803817
co,2020-04-16,16.516523269476
ct,2020-04-16,10.400787729839
dc,2020-04-16,0.0
de,2020-04-16,43.531255441407
fl,2020-04-16,15.612007327999
ga,2020-04-16,41.09152703165
hi,2020-04-16,98.106605212253
ia,2020-04-16,15.571348098412
id,2020-04-16,0.0
il,2020-04-16,23.078015345044
in,2020-04-16,20.613383186359
ks,2020-04-16,16.115577731284
ky,2020-04-16,0.0
la,2020-04-16,23.028045668233
ma,2020-04-16,35.959029963366
md,2020-04-16,11.963993770132
me,2020-04-16,0.0
mi,2020-04-16,42.69440876735
mn,2020-04-16,20.869291118202
mo,2020-04-16,7.0481863199732
ms,2020-04-16,20.519326954156
mt,2020-04-16,0.0
nc,2020-04-16,7.7335010302178
nd,2020-04-16,0.0
ne,2020-04-16,21.568473350535
nh,2020-04-16,0.0
nj,2020-04-16,42.34567199491
nm,2020-04-16,22.779283249536
nv,2020-04-16,0.0
ny,2020-04-16,25.382603924001
oh,2020-04-16,17.437259711341
ok,2020-04-16,38.37066384066
or,2020-04-16,19.718462241011
pa,2020-04-16,34.714584212502
ri,2020-04-16,0.0
sc,2020-04-16,0.0
sd,2020-04-16,0.0
tn,2020-04-16,13.117030833076
tx,2020-04-16,8.3017153016173
ut,2020-04-16,36.290372140763
va,2020-04-16,35.589658114856
vt,2020-04-16,0.0
wa,2020-04-16,16.453391081728
wi,2020-04-16,7.1581181900447
wv,2020-04-16,0.0
wy,2020-04-16,81.0635538262
ak,2020-04-17,0.0
al,2020-04-17,10.543943508506
ar,2020-04-17,17.97029768035
az,2020-04-17,18.572545311181
ca,2020-04-17,14.86821339326
co,2020-04-17,20.451660821513
ct,2020-04-17,52.52473473625
dc,2020-04-17,0.0
de,2020-04-17,0.0
fl,2020-04-17,24.528104568603
ga,2020-04-17,18.5492269339
hi,2020-04-17,0.0
ia,2020-04-17,0.0
id,2020-04-17,0.0
il,2020-04-17,14.582466327938
in,2020-04-17,27.210629224592
ks,2020-04-17,0.0
ky,2020-04-17,20.730448489638
la,2020-04-17,0.0
ma,2020-04-17,0.0
md,2020-04-17,0.0
me,2020-04-17,0.0
mi,2020-04-17,12.187909685683
mn,2020-04-17,0.0
mo,2020-04-17,21.418748626443
ms,2020-04-17,0.0
mt,2020-04-17,0.0
nc,2020-04-17,12.028325760591
nd,2020-04-17,0.0
ne,2020-04-17,0.0
nh,2020-04-17,0.0
nj,2020-04-17,40.672606526839
nm,2020-04-17,0.0
nv,2020-04-17,14.404060078389
ny,2020-04-17,23.003988876308
oh,2020-04-17,3.5161644569903
ok,2020-04-17,12.858677156336
or,2020-04-17,0.0
pa,2020-04-17,9.1992024964507
ri,2020-04-17,0.0
sc,2020-04-17,0.0
sd,2020-04-17,0.0
tn,2020-04-17,0.0
tx,2020-04-17,6.8736711009215
ut,2020-04-17,0.0
va,2020-04-17,27.642630370066
vt,2020-04-17,67.824199674444
wa,2020-04-17,5.697246811155
wi,2020-04-17,7.3309355103087
wv,2020-04-17,0.0
wy,2020-04-17,0.0
ak,2020-04-18,0.0
al,2020-04-18,35.304565104543
ar,2020-04-18,0.0
az,2020-04-18,0.0
ca,2020-04-18,17.397756694689
co,2020-04-18,26.593432733188
ct,2020-04-18,34.540514882374
dc,2020-04-18,57.129798903108
de,2020-04-18,0.0
fl,2020-04-18,17.085299894899
ga,2020-04-18,25.085976157484
hi,2020-04-18,0.0
ia,2020-04-18,0.0
id,2020-04-18,65.767299459935
il,2020-04-18,13.622131082785
in,2020-04-18,8.0175216716326
ks,2020-04-18,0.0
ky,2020-04-18,0.0
la,2020-04-18,25.406770345801
ma,2020-04-18,14.626813099717
md,2020-04-18,41.929498175372
me,2020-04-18,0.0
mi,2020-04-18,13.920125800086
mn,2020-04-18,34.846529857198
mo,2020-04-18,8.587984355232
ms,2020-04-18,0.0
mt,2020-04-18,56.141926790927
nc,2020-04-18,31.35037623526
nd,2020-04-18,0.0
ne,2020-04-18,51.941782040588
nh,2020-04-18,32.641120657725
nj,2020-04-18,22.755710307368
nm,2020-04-18,26.202020665785
nv,2020-04-18,15.682151290512
ny,2020-04-18,28.622078601549
oh,2020-04-18,14.126426005713
ok,2020-04-18,0.0
or,2020-04-18,0.0
pa,2020-04-18,17.424331227138
ri,2020-04-18,0.0
sc,2020-04-18,10.736628073317
sd,2020-04-18,0.0
tn,2020-04-18,22.746821857197
tx,2020-04-18,23.048895924569
ut,2020-04-18,31.002549018826
va,2020-04-18,25.625199481183
vt,2020-04-18,0.0
wa,2020-04-18,36.096794369682
wi,2020-04-18,25.601438839189
wv,2020-04-18,68.006607104585
wy,2020-04-18,0.0
ak,2020-04-19,0.0
al,2020-04-19,0.0
ar,2020-04-19,20.713498232072
az,2020-04-19,0.0
ca,2020-04-19,12.59800654427
co,2020-04-19,15.901397810415
ct,2020-04-19,12.137527336579
dc,2020-04-19,0.0
de,2020-04-19,48.99078973153
fl,2020-04-19,13.148889529302
ga,2020-04-19,12.224334384355
hi,2020-04-19,38.637435550676
ia,2020-04-19,18.763654181759
id,2020-04-19,0.0
il,2020-04-19,35.192452921837
in,2020-04-19,15.885046854685
ks,2020-04-19,20.124314883261
ky,2020-04-19,0.0
la,2020-04-19,12.272351869517
ma,2020-04-19,6.2541076278356
md,2020-04-19,24.66232575252
me,2020-04-19,0.0
mi,2020-04-19,13.975160665556
mn,2020-04-19,34.184609128048
mo,2020-04-19,8.5586609289594
ms,2020-04-19,0.0
mt,2020-04-19,222.17285047767
nc,2020-04-19,8.9280606689011
nd,2020-04-19,0.0
ne,2020-04-19,0.0
nh,2020-04-19,0.0
nj,2020-04-19,44.22017430598
nm,2020-04-19,0.0
nv,2020-04-19,15.975543854804
ny,2020-04-19,27.486103973229
oh,2020-04-19,7.9796940559867
ok,2020-04-19,29.554239416569
or,2020-04-19,22.781786838399
pa,2020-04-19,5.3659210542019
ri,2020-04-19,0.0
sc,2020-04-19,10.381528214783
sd,2020-04-19,0.0
tn,2020-04-19,37.228540625076
tx,2020-04-19,16.966455563421
ut,2020-04-19,0.0
va,2020-04-19,10.610648948063
vt,2020-04-19,0.0
wa,2020-04-19,6.072390044308
wi,2020-04-19,17.108861663715
wv,2020-04-19,35.755664226853
wy,2020-04-19,0.0
ak,2020-04-20,0.0
al,2020-04-20,20.245812454656
ar,2020-04-20,0.0
az,2020-04-20,54.844192232692
ca,2020-04-20,14.172961901317
co,2020-04-20,27.401495374682
ct,2020-04-20,19.594092880238
dc,2020-04-20,0.0
de,2020-04-20,88.589652728561
fl,2020-04-20,18.498278712872
ga,2020-04-20,16.644047480226
hi,2020-04-20,0.0
ia,2020-04-20,0.0
id,2020-04-20,27.23110266206
il,2020-04-20,28.291775840942
in,2020-04-20,28.123866192139
ks,2020-04-20,51.781927819552
ky,2020-04-20,21.355384788487
la,2020-04-20,22.298841383697
ma,2020-04-20,86.768116163793
md,2020-04-20,18.209692647532
me,2020-04-20,69.907952250575
mi,2020-04-20,16.962526646303
mn,2020-04-20,6.9967530256821
mo,2020-04-20,0.0
ms,2020-04-20,60.964533511459
mt,2020-04-20,0.0
nc,2020-04-20,24.382211500778
nd,2020-04-20,233.16859987877
ne,2020-04-20,22.388095624029
nh,2020-04-20,29.782558905764
nj,2020-04-20,19.106401297086
nm,2020-04-20,0.0
nv,2020-04-20,86.206848075842
ny,2020-04-20,31.492831477454
oh,2020-04-20,19.081096967063
ok,2020-04-20,13.289607314673
or,2020-04-20,29.857000093583
pa,2020-04-20,23.490278369434
ri,2020-04-20,102.95000020832
sc,2020-04-20,35.32247151309
sd,2020-04-20,58.548009367682
tn,2020-04-20,6.6464462634203
tx,2020-04-20,9.5293459444456
ut,2020-04-20,0.0
va,2020-04-20,26.51624573402
vt,2020-04-20,0.0
wa,2020-04-20,21.734424897201
wi,2020-04-20,14.387782989055
wv,2020-04-20,0.0
wy,2020-04-20,0.0
ak,2020-04-21,0.0
al,2020-04-21,21.006879200347
ar,2020-04-21,37.383873521039
az,2020-04-21,24.400206914394
ca,2020-04-21,9.7755715527544
co,2020-04-21,13.847405050084
ct,2020-04-21,9.7991813681407
dc,2020-04-21,0.0
de,2020-04-21,0.0
fl,2020-04-21,5.769104014313
ga,2020-04-21,7.8569731228587
hi,2020-04-21,0.0
ia,2020-04-21,0.0
id,2020-04-21,0.0
il,2020-04-21,17.7298796439
in,2020-04-21,7.1353616820433
ks,2020-04-21,0.0
ky,2020-04-21,0.0
la,2020-04-21,0.0
ma,2020-04-21,5.0891839689803
md,2020-04-21,6.1122049131134
me,2020-04-21,0.0
mi,2020-04-21,13.114594275949
mn,2020-04-21,0.0
mo,2020-04-21,7.6858661305655
ms,2020-04-21,0.0
mt,2020-04-21,0.0
nc,2020-04-21,3.6120668990298
nd,2020-04-21,0.0
ne,2020-04-21,0.0
nh,2020-04-21,115.36983084866
nj,2020-04-21,22.683955730303
nm,2020-04-21,0.0
nv,2020-04-21,0.0
ny,2020-04-21,14.855942575181
oh,2020-04-21,20.328457003583
ok,2020-04-21,14.009109607525
or,2020-04-21,0.0
pa,2020-04-21,9.1989545278948
ri,2020-04-21,35.097382748267
sc,2020-04-21,0.0
sd,2020-04-21,0.0
tn,2020-04-21,20.442513479717
tx,2020-04-21,8.3867534202825
ut,2020-04-21,12.86077143894
va,2020-04-21,13.226541988051
vt,2020-04-21,0.0
wa,2020-04-21,16.168862711289
wi,2020-04-21,0.0
wv,2020-04-21,0.0
wy,2020-04-21,0.0
ak,2020-04-22,0.0
al,2020-04-22,21.216456024259
ar,2020-04-22,0.0
az,2020-04-22,36.92555910758
ca,2020-04-22,10.699144949604
co,2020-04-22,13.97447608089
ct,2020-04-22,30.405804269312
dc,2020-04-22,0.0
de,2020-04-22,0.0
fl,2020-04-22,17.547985156172
ga,2020-04-22,28.586997749736
hi,2020-04-22,34.272727613146
ia,2020-04-22,0.0
id,2020-04-22,0.0
il,2020-04-22,15.002807137502
in,2020-04-22,7.3212504910672
ks,2020-04-22,16.64210354713
ky,2020-04-22,0.0
la,2020-04-22,22.760868129645
ma,2020-04-22,42.349808278084
md,2020-04-22,25.191239304327
me,2020-04-22,0.0
mi,2020-04-22,8.7213211866634
mn,2020-04-22,29.639033143713
mo,2020-04-22,7.3728092188844
ms,2020-04-22,41.271060355304
mt,2020-04-22,48.46839860411
nc,2020-04-22,0.0
nd,2020-04-22,0.0
ne,2020-04-22,0.0
nh,2020-04-22,0.0
nj,2020-04-22,27.693285179999
nm,2020-04-22,45.427516528187
nv,2020-04-22,0.0
ny,2020-04-22,9.5010357226902
oh,2020-04-22,13.651710454899
ok,2020-04-22,26.690820323521
or,2020-04-22,0.0
pa,2020-04-22,6.4018019090035
ri,2020-04-22,0.0
sc,2020-04-22,0.0
sd,2020-04-22,0.0
tn,2020-04-22,0.0
tx,2020-04-22,7.0275785029625
ut,2020-04-22,0.0
va,2020-04-22,0.0
vt,2020-04-22,0.0
wa,2020-04-22,5.3479951970557
wi,2020-04-22,22.069635948037
wv,2020-04-22,33.445517972462
wy,2020-04-22,0.0
ak,2020-04-23,0.0
al,2020-04-23,19.771677442407
ar,2020-04-23,0.0
az,2020-04-23,24.586185252321
ca,2020-04-23,12.777955994907
co,2020-04-23,20.497405065743
ct,2020-04-23,99.371336442531
dc,2020-04-23,0.0
de,2020-04-23,0.0
fl,2020-04-23,15.037658643858
ga,2020-04-23,26.406617256233
hi,2020-04-23,0.0
ia,2020-04-23,47.035419018886
id,2020-04-23,53.239318860106
il,2020-04-23,34.864102672625
in,2020-04-23,27.735158115773
ks,2020-04-23,17.054397000936
ky,2020-04-23,10.423685135045
la,2020-04-23,33.497308125603
ma,2020-04-23,10.83767248116
md,2020-04-23,18.161265730454
me,2020-04-23,0.0
mi,2020-04-23,17.245909524641
mn,2020-04-23,50.638764412014
mo,2020-04-23,29.405187449629
ms,2020-04-23,0.0
mt,2020-04-23,0.0
nc,2020-04-23,28.039646481422
nd,2020-04-23,0.0
ne,2020-04-23,0.0
nh,2020-04-23,58.755609773384
nj,2020-04-23,28.995875260157
nm,2020-04-23,22.813614286345
nv,2020-04-23,14.143869246393
ny,2020-04-23,21.864203359233
oh,2020-04-23,29.31529209346
ok,2020-04-23,0.0
or,2020-04-23,19.609445483925
pa,2020-04-23,17.04002289965
ri,2020-04-23,0.0
sc,2020-04-23,26.64699598037
sd,2020-04-23,0.0
tn,2020-04-23,13.054878715332
tx,2020-04-23,21.455878982051
ut,2020-04-23,38.768401416628
va,2020-04-23,17.596052106271
vt,2020-04-23,0.0
wa,2020-04-23,29.357122283676
wi,2020-04-23,21.866464783502
wv,2020-04-23,0.0
wy,2020-04-23,0.0
ak,2020-04-24,0.0
al,2020-04-24,20.67977070349
ar,2020-04-24,0.0
az,2020-04-24,49.232249831505
ca,2020-04-24,9.9945509474884
co,2020-04-24,0.0
ct,2020-04-24,19.748775958456
dc,2020-04-24,0.0
de,2020-04-24,0.0
fl,2020-04-24,7.4058382182959
ga,2020-04-24,11.599032650033
hi,2020-04-24,0.0
ia,2020-04-24,14.927639265896
id,2020-04-24,0.0
il,2020-04-24,17.994647191102
in,2020-04-24,21.570309938588
ks,2020-04-24,0.0
ky,2020-04-24,0.0
la,2020-04-24,0.0
ma,2020-04-24,10.391676313554
md,2020-04-24,6.0369825349132
me,2020-04-24,0.0
mi,2020-04-24,13.122173650213
mn,2020-04-24,0.0
mo,2020-04-24,0.0
ms,2020-04-24,0.0
mt,2020-04-24,48.440224762643
nc,2020-04-24,7.2005712231091
nd,2020-04-24,0.0
ne,2020-04-24,0.0
nh,2020-04-24,0.0
nj,2020-04-24,7.6639374084602
nm,2020-04-24,23.612815584704
nv,2020-04-24,0.0
ny,2020-04-24,43.493454797102
oh,2020-04-24,10.081903567448
ok,2020-04-24,0.0
or,2020-04-24,0.0
pa,2020-04-24,15.284158489028
ri,2020-04-24,0.0
sc,2020-04-24,9.2435175264097
sd,2020-04-24,60.901339829476
tn,2020-04-24,6.6609556997262
tx,2020-04-24,5.5932266237229
ut,2020-04-24,26.634480882855
va,2020-04-24,17.990662627498
vt,2020-04-24,0.0
wa,2020-04-24,32.611922375123
wi,2020-04-24,0.0
wv,2020-04-24,0.0
wy,2020-04-24,0.0
ak,2020-04-25,0.0
al,2020-04-25,11.751991988514
ar,2020-04-25,0.0
az,2020-04-25,20.303295816615
ca,2020-04-25,16.530611527244
co,2020-04-25,24.322936644416
ct,2020-04-25,37.435981553706
dc,2020-04-25,0.0
de,2020-04-25,0.0
fl,2020-04-25,14.076230529667
ga,2020-04-25,8.9346722046952
hi,2020-04-25,0.0
ia,2020-04-25,17.142766102086
id,2020-04-25,0.0
il,2020-04-25,17.900960590115
in,2020-04-25,23.006918772065
ks,2020-04-25,0.0
ky,2020-04-25,11.77459403569
la,2020-04-25,0.0
ma,2020-04-25,12.608540113918
md,2020-04-25,41.989386297562
me,2020-04-25,40.549897146123
mi,2020-04-25,14.573183364704
mn,2020-04-25,8.751788145105
mo,2020-04-25,40.53339244555
ms,2020-04-25,0.0
mt,2020-04-25,0.0
nc,2020-04-25,10.045322046608
nd,2020-04-25,0.0
ne,2020-04-25,0.0
nh,2020-04-25,36.579055418964
nj,2020-04-25,37.435714009004
nm,2020-04-25,26.007135141634
nv,2020-04-25,0.0
ny,2020-04-25,26.645726758404
oh,2020-04-25,25.031729181383
ok,2020-04-25,15.588211415779
or,2020-04-25,11.286245474032
pa,2020-04-25,10.801615539523
ri,2020-04-25,0.0
sc,2020-04-25,21.306866409959
sd,2020-04-25,0.0
tn,2020-04-25,14.294201841104
tx,2020-04-25,12.090204246602
ut,2020-04-25,0.0
va,2020-04-25,15.228092038398
vt,2020-04-25,0.0
wa,2020-04-25,11.812447915366
wi,2020-04-25,33.676665924282
wv,2020-04-25,0.0
wy,2020-04-25,0.0
ak,2020-04-26,185.87360594796
al,2020-04-26,0.0
ar,2020-04-26,0.0
az,2020-04-26,13.940248759635
ca,2020-04-26,12.82786909924
co,2020-04-26,16.406124998561
ct,2020-04-26,0.0
dc,2020-04-26,0.0
de,2020-04-26,0.0
fl,2020-04-26,8.8063859928459
ga,2020-04-26,8.8803528213721
hi,2020-04-26,0.0
ia,2020-04-26,0.0
id,2020-04-26,65.19391604184
il,2020-04-26,10.702445412835
in,2020-04-26,15.752863733202
ks,2020-04-26,0.0
ky,2020-04-26,11.663879331741
la,2020-04-26,26.414806946953
ma,2020-04-26,17.655309634278
md,2020-04-26,27.268285827733
me,2020-04-26,37.885332605243
mi,2020-04-26,10.247651141549
mn,2020-04-26,0.0
mo,2020-04-26,17.571100368866
ms,2020-04-26,0.0
mt,2020-04-26,0.0
nc,2020-04-26,8.2803794739617
nd,2020-04-26,0.0
ne,2020-04-26,26.762795197426
nh,2020-04-26,33.059689298779
nj,2020-04-26,13.202844668093
nm,2020-04-26,0.0
nv,2020-04-26,32.067000900616
ny,2020-04-26,8.5861623693514
oh,2020-04-26,0.0
ok,2020-04-26,0.0
or,2020-04-26,34.874299067538
pa,2020-04-26,6.8587236207187
ri,2020-04-26,0.0
sc,2020-04-26,31.510229388206
sd,2020-04-26,0.0
tn,2020-04-26,7.3268529342215
tx,2020-04-26,9.8823254388781
ut,2020-04-26,0.0
va,2020-04-26,25.567275779953
vt,2020-04-26,0.0
wa,2020-04-26,30.692506646119
wi,2020-04-26,8.9776959485168
wv,2020-04-26,0.0
wy,2020-04-26,0.0
ak,2020-04-27,0.0
al,2020-04-27,21.575245425321
ar,2020-04-27,0.0
az,2020-04-27,0.0
ca,2020-04-27,14.726673552308
co,2020-04-27,21.123146330296
ct,2020-04-27,59.079262254758
dc,2020-04-27,0.0
de,2020-04-27,0.0
fl,2020-04-27,5.8368513542263
ga,2020-04-27,7.9271510134249
hi,2020-04-27,0.0
ia,2020-04-27,0.0
id,2020-04-27,0.0
il,2020-04-27,27.067593619792
in,2020-04-27,7.2443417277128
ks,2020-04-27,0.0
ky,2020-04-27,0.0
la,2020-04-27,23.506188470504
ma,2020-04-27,35.646598871531
md,2020-04-27,30.738910904757
me,2020-04-27,63.410122811467
mi,2020-04-27,40.071591583337
mn,2020-04-27,0.0
mo,2020-04-27,7.5304218408201
ms,2020-04-27,0.0
mt,2020-04-27,0.0
nc,2020-04-27,0.0
nd,2020-04-27,0.0
ne,2020-04-27,0.0
nh,2020-04-27,29.256888150029
nj,2020-04-27,0.0
nm,2020-04-27,0.0
nv,2020-04-27,14.531556208462
ny,2020-04-27,17.166865946518
oh,2020-04-27,3.4304356814598
ok,2020-04-27,13.669644813768
or,2020-04-27,9.911662484797
pa,2020-04-27,15.879282868614
ri,2020-04-27,0.0
sc,2020-04-27,9.3870752617334
sd,2020-04-27,61.064973131412
tn,2020-04-27,6.9220431159016
tx,2020-04-27,7.0273715009824
ut,2020-04-27,0.0
va,2020-04-27,22.474940132899
vt,2020-04-27,0.0
wa,2020-04-27,0.0
wi,2020-04-27,22.037118593767
wv,2020-04-27,0.0
wy,2020-04-27,0.0
ak,2020-04-28,0.0
al,2020-04-28,0.0
ar,2020-04-28,18.154147392066
az,2020-04-28,18.835139178267
ca,2020-04-28,13.26769798351
co,2020-04-28,13.97736872797
ct,2020-04-28,41.168351858179
dc,2020-04-28,44.20866489832
de,2020-04-28,0.0
fl,2020-04-28,8.8005055231487
ga,2020-04-28,18.131725912126
hi,2020-04-28,0.0
ia,2020-04-28,0.0
id,2020-04-28,0.0
il,2020-04-28,21.087302722835
in,2020-04-28,22.135142212008
ks,2020-04-28,0.0
ky,2020-04-28,0.0
la,2020-04-28,23.334126888161
ma,2020-04-28,18.394999131946
md,2020-04-28,36.898425580086
me,2020-04-28,0.0
mi,2020-04-28,36.784736847415
mn,2020-04-28,14.228298625607
mo,2020-04-28,15.008866091771
ms,2020-04-28,0.0
mt,2020-04-28,0.0
nc,2020-04-28,22.214189361237
nd,2020-04-28,0.0
ne,2020-04-28,22.980752744723
nh,2020-04-28,0.0
nj,2020-04-28,23.847709610754
nm,2020-04-28,47.050407063902
nv,2020-04-28,14.46659999568
ny,2020-04-28,21.524489421617
oh,2020-04-28,14.014548963584
ok,2020-04-28,0.0
or,2020-04-28,20.219903120583
pa,2020-04-28,19.409851184208
ri,2020-04-28,0.0
sc,2020-04-28,19.308112599066
sd,2020-04-28,0.0
tn,2020-04-28,13.814159831725
tx,2020-04-28,9.143656861724
ut,2020-04-28,13.184527414007
va,2020-04-28,40.31773583473
vt,2020-04-28,0.0
wa,2020-04-28,10.909981927087
wi,2020-04-28,7.2802638097595
wv,2020-04-28,0.0
wy,2020-04-28,0.0
ak,2020-04-29,0.0
al,2020-04-29,20.307329871755
ar,2020-04-29,35.761992531673
az,2020-04-29,0.0
ca,2020-04-29,7.8668883011332
co,2020-04-29,28.312887821412
ct,2020-04-29,30.493383611937
dc,2020-04-29,0.0
de,2020-04-29,0.0
fl,2020-04-29,9.747186602754
ga,2020-04-29,15.403036518547
hi,2020-04-29,0.0
ia,2020-04-29,15.150505707044
id,2020-04-29,0.0
il,2020-04-29,14.769281040726
in,2020-04-29,21.044324287357
ks,2020-04-29,0.0
ky,2020-04-29,21.459895366189
la,2020-04-29,17.12178598619
ma,2020-04-29,21.608524348074
md,2020-04-29,18.926451336368
me,2020-04-29,0.0
mi,2020-04-29,8.6272902152376
mn,2020-04-29,36.341593007692
mo,2020-04-29,7.1943656849559
ms,2020-04-29,0.0
mt,2020-04-29,0.0
nc,2020-04-29,10.939812359606
nd,2020-04-29,0.0
ne,2020-04-29,0.0
nh,2020-04-29,0.0
nj,2020-04-29,21.458000806198
nm,2020-04-29,0.0
nv,2020-04-29,71.31692557302
ny,2020-04-29,23.487205618853
oh,2020-04-29,6.7265940700483
ok,2020-04-29,13.72054894692
or,2020-04-29,0.0
pa,2020-04-29,15.995282389424
ri,2020-04-29,0.0
sc,2020-04-29,9.5846707870821
sd,2020-04-29,0.0
tn,2020-04-29,19.692733905359
tx,2020-04-29,12.565455337527
ut,2020-04-29,13.201797520204
va,2020-04-29,4.5662702896873
vt,2020-04-29,0.0
wa,2020-04-29,0.0
wi,2020-04-29,14.45784322661
wv,2020-04-29,0.0
wy,2020-04-29,97.238428626993
ak,2020-04-30,0.0
al,2020-04-30,60.767939919823
ar,2020-04-30,0.0
az,2020-04-30,11.730348811511
ca,2020-04-30,12.052494524991
co,2020-04-30,13.112962592245
ct,2020-04-30,9.6688853310576
dc,2020-04-30,0.0
de,2020-04-30,130.18573164381
fl,2020-04-30,14.89212403505
ga,2020-04-30,21.236628595298
hi,2020-04-30,31.997385893735
ia,2020-04-30,0.0
id,2020-04-30,25.366037147001
il,2020-04-30,34.703945049867
in,2020-04-30,6.5868452186175
ks,2020-04-30,32.96241811167
ky,2020-04-30,0.0
la,2020-04-30,33.366515525389
ma,2020-04-30,39.842797883472
md,2020-04-30,56.713422554502
me,2020-04-30,0.0
mi,2020-04-30,18.672059319954
mn,2020-04-30,28.062966803166
mo,2020-04-30,7.3132943331506
ms,2020-04-30,0.0
mt,2020-04-30,0.0
nc,2020-04-30,10.728886898502
nd,2020-04-30,0.0
ne,2020-04-30,43.816371155218
nh,2020-04-30,28.638509244922
nj,2020-04-30,40.640500469795
nm,2020-04-30,0.0
nv,2020-04-30,0.0
ny,2020-04-30,19.62043403045
oh,2020-04-30,9.8867601339323
ok,2020-04-30,26.767158834249
or,2020-04-30,28.776450036574
pa,2020-04-30,5.9612340420392
ri,2020-04-30,0.0
sc,2020-04-30,43.912188660372
sd,2020-04-30,0.0
tn,2020-04-30,6.6100295358817
tx,2020-04-30,11.65633812023
ut,2020-04-30,0.0
va,2020-04-30,25.430080278758
vt,2020-04-30,0.0
wa,2020-04-30,5.109881630085
wi,2020-04-30,21.779374432642
wv,2020-04-30,31.40778530856
wy,2020-04-30,0.0
ak,2020-05-01,0.0
al,2020-05-01,0.0
ar,2020-05-01,38.433163661495
az,2020-05-01,0.0
ca,2020-05-01,8.1716052693982
co,2020-05-01,7.2186952613802
ct,2020-05-01,40.401784736645
dc,2020-05-01,0.0
de,2020-05-01,0.0
fl,2020-05-01,4.0586642813679
ga,2020-05-01,15.094935338457
hi,2020-05-01,0.0
ia,2020-05-01,0.0
id,2020-05-01,88.272316070024
il,2020-05-01,28.360216424389
in,2020-05-01,14.945083378128
ks,2020-05-01,54.531218882878
ky,2020-05-01,22.895360217002
la,2020-05-01,36.555321607966
ma,2020-05-01,10.545693134791
md,2020-05-01,12.506550156535
me,2020-05-01,32.730321833033
mi,2020-05-01,9.3005176487951
mn,2020-05-01,7.7301885704974
mo,2020-05-01,23.824564688399
ms,2020-05-01,22.038808805885
mt,2020-05-01,0.0
nc,2020-05-01,12.12582807187
nd,2020-05-01,0.0
ne,2020-05-01,0.0
nh,2020-05-01,0.0
nj,2020-05-01,15.694512569331
nm,2020-05-01,72.179393344715
nv,2020-05-01,0.0
ny,2020-05-01,20.320530064979
oh,2020-05-01,10.557833329237
ok,2020-05-01,0.0
or,2020-05-01,0.0
pa,2020-05-01,14.503383956441
ri,2020-05-01,0.0
sc,2020-05-01,9.8131599706477
sd,2020-05-01,0.0
tn,2020-05-01,7.1214848590419
tx,2020-05-01,17.419106609924
ut,2020-05-01,0.0
va,2020-05-01,18.205829161007
vt,2020-05-01,0.0
wa,2020-05-01,11.234606717606
wi,2020-05-01,15.533747368335
wv,2020-05-01,0.0
wy,2020-05-01,0.0
ak,2020-05-02,0.0
al,2020-05-02,12.315253606327
ar,2020-05-02,0.0
az,2020-05-02,13.906317596653
ca,2020-05-02,8.0533474237951
co,2020-05-02,7.9530759308699
ct,2020-05-02,12.580630497565
dc,2020-05-02,0.0
de,2020-05-02,0.0
fl,2020-05-02,2.2465389674242
ga,2020-05-02,20.808286188783
hi,2020-05-02,0.0
ia,2020-05-02,73.585763223601
id,2020-05-02,0.0
il,2020-05-02,7.2300890938505
in,2020-05-02,8.6703226408396
ks,2020-05-02,0.0
ky,2020-05-02,0.0
la,2020-05-02,0.0
ma,2020-05-02,0.0
md,2020-05-02,0.0
me,2020-05-02,0.0
mi,2020-05-02,0.0
mn,2020-05-02,0.0
mo,2020-05-02,0.0
ms,2020-05-02,0.0
mt,2020-05-02,0.0
nc,2020-05-02,0.0
nd,2020-05-02,0.0
ne,2020-05-02,105.16057018465
nh,2020-05-02,0.0
nj,2020-05-02,0.0
nm,2020-05-02,0.0
nv,2020-05-02,0.0
ny,2020-05-02,21.991254889736
oh,2020-05-02,8.2536571728398
ok,2020-05-02,0.0
or,2020-05-02,32.78270283214
pa,2020-05-02,7.6216082672791
ri,2020-05-02,0.0
sc,2020-05-02,0.0
sd,2020-05-02,0.0
tn,2020-05-02,0.0
tx,2020-05-02,8.0908629473688
ut,2020-05-02,15.776697247905
va,2020-05-02,21.696077104095
vt,2020-05-02,0.0
wa,2020-05-02,0.0
wi,2020-05-02,9.13563144521
wv,2020-05-02,0.0
wy,2020-05-02,0.0
ak,2020-05-03,0.0
al,2020-05-03,0.0
ar,2020-05-03,0.0
az,2020-05-03,0.0
ca,2020-05-03,7.1134098120027
co,2020-05-03,8.4499345442443
ct,2020-05-03,12.995505129301
