geo_value,time_value,new_cases
mi,2020-04-13,1048
mn,2020-04-13,0
mo,2020-04-13,180
ms,2020-04-13,161
mt,2020-04-13,7
nc,2020-04-13,185
nd,2020-04-13,23
ne,2020-04-13,23
nh,2020-04-13,56
nj,2020-04-13,2734
nm,2020-04-13,17
nv,2020-04-13,154
ny,2020-04-13,6716
oh,2020-04-13,371
ok,2020-04-13,99
or,2020-04-13,57
pa,2020-04-13,1354
pr,2020-04-13,6
ri,2020-04-13,0
sc,2020-04-13,71
sd,2020-04-13,138
tn,2020-04-13,102
tx,2020-04-13,584
ut,2020-04-13,60
va,2020-04-13,473
vt,2020-04-13,21
wa,2020-04-13,26
wi,2020-04-13,87
wv,2020-04-13,18
wy,2020-04-13,5
ak,2020-04-14,8
al,2020-04-14,171
ar,2020-04-14,88
az,2020-04-14,104
ca,2020-04-14,1455
co,2020-04-14,254
ct,2020-04-14,608
dc,2020-04-14,103
de,2020-04-14,168
fl,2020-04-14,609
ga,2020-04-14,1263
hi,2020-04-14,7
ia,2020-04-14,189
id,2020-04-14,38
il,2020-04-14,1223
in,2020-04-14,168
ks,2020-04-14,51
ky,2020-04-14,30
la,2020-04-14,502
ma,2020-04-14,2879
md,2020-04-14,536
me,2020-04-14,37
mi,2020-04-14,1359
mn,2020-04-14,74
mo,2020-04-14,166
ms,2020-04-14,145
mt,2020-04-14,5
nc,2020-04-14,171
nd,2020-04-14,10
ne,2020-04-14,83
nh,2020-04-14,-63
nj,2020-04-14,4240
nm,2020-04-14,83
nv,2020-04-14,144
ny,2020-04-14,7271
oh,2020-04-14,310
ok,2020-04-14,115
or,2020-04-14,49
pa,2020-04-14,1173
pr,2020-04-14,20
ri,2020-04-14,586
sc,2020-04-14,162
sd,2020-04-14,120
tn,2020-04-14,217
tx,2020-04-14,752
ut,2020-04-14,54
va,2020-04-14,435
vt,2020-04-14,4
wa,2020-04-14,164
wi,2020-04-14,127
wv,2020-04-14,29
wy,2020-04-14,7
ak,2020-04-15,8
al,2020-04-15,266
ar,2020-04-15,71
az,2020-04-15,155
ca,2020-04-15,1297
co,2020-04-15,330
ct,2020-04-15,766
dc,2020-04-15,139
de,2020-04-15,88
fl,2020-04-15,883
ga,2020-04-15,409
hi,2020-04-15,13
ia,2020-04-15,96
id,2020-04-15,9
il,2020-04-15,1345
in,2020-04-15,433
ks,2020-04-15,63
ky,2020-04-15,162
la,2020-04-15,433
ma,2020-04-15,2605
md,2020-04-15,560
me,2020-04-15,35
mi,2020-04-15,1046
mn,2020-04-15,114
mo,2020-04-15,125
ms,2020-04-15,273
mt,2020-04-15,5
nc,2020-04-15,289
nd,2020-04-15,24
ne,2020-04-15,4
nh,2020-04-15,217
nj,2020-04-15,2206
nm,2020-04-15,139
nv,2020-04-15,77
ny,2020-04-15,11434
oh,2020-04-15,509
ok,2020-04-15,79
or,2020-04-15,30
pa,2020-04-15,1288
pr,2020-04-15,51
ri,2020-04-15,0
sc,2020-04-15,103
sd,2020-04-15,180
tn,2020-04-15,0
tx,2020-04-15,914
ut,2020-04-15,131
va,2020-04-15,318
vt,2020-04-15,7
wa,2020-04-15,143
wi,2020-04-15,166
wv,2020-04-15,62
wy,2020-04-15,5
ak,2020-04-16,8
al,2020-04-16,158
ar,2020-04-16,51
az,2020-04-16,273
ca,2020-04-16,991
co,2020-04-16,395
ct,2020-04-16,1129
dc,2020-04-16,153
de,2020-04-16,56
fl,2020-04-16,832
ga,2020-04-16,682
hi,2020-04-16,6
ia,2020-04-16,146
id,2020-04-16,114
il,2020-04-16,1141
in,2020-04-16,582
ks,2020-04-16,111
ky,2020-04-16,225
la,2020-04-16,581
ma,2020-04-16,2392
md,2020-04-16,752
me,2020-04-16,26
mi,2020-04-16,822
mn,2020-04-16,0
mo,2020-04-16,303
ms,2020-04-16,264
mt,2020-04-16,11
nc,2020-04-16,393
nd,2020-04-16,28
ne,2020-04-16,51
nh,2020-04-16,0
nj,2020-04-16,4287
nm,2020-04-16,0
nv,2020-04-16,3
ny,2020-04-16,9237
oh,2020-04-16,620
ok,2020-04-16,94
or,2020-04-16,73
pa,2020-04-16,1505
pr,2020-04-16,69
ri,2020-04-16,278
sc,2020-04-16,275
sd,2020-04-16,143
tn,2020-04-16,339
tx,2020-04-16,959
ut,2020-04-16,135
va,2020-04-16,389
vt,2020-04-16,15
wa,2020-04-16,115
wi,2020-04-16,154
wv,2020-04-16,26
wy,2020-04-16,9
ak,2020-04-17,9
al,2020-04-17,92
ar,2020-04-17,75
az,2020-04-17,274
ca,2020-04-17,1480
co,2020-04-17,372
ct,2020-04-17,925
dc,2020-04-17,126
de,2020-04-17,247
fl,2020-04-17,1416
ga,2020-04-17,1525
hi,2020-04-17,11
ia,2020-04-17,191
id,2020-04-17,22
il,2020-04-17,1844
in,2020-04-17,612
ks,2020-04-17,115
ky,2020-04-17,87
la,2020-04-17,586
ma,2020-04-17,2998
md,2020-04-17,788
me,2020-04-17,31
mi,2020-04-17,1209
mn,2020-04-17,261
mo,2020-04-17,212
ms,2020-04-17,169
mt,2020-04-17,7
nc,2020-04-17,294
nd,2020-04-17,0
ne,2020-04-17,114
nh,2020-04-17,148
nj,2020-04-17,3150
nm,2020-04-17,113
nv,2020-04-17,310
ny,2020-04-17,6906
oh,2020-04-17,693
ok,2020-04-17,108
or,2020-04-17,49
pa,2020-04-17,1630
pr,2020-04-17,25
ri,2020-04-17,648
sc,2020-04-17,168
sd,2020-04-17,100
tn,2020-04-17,97
tx,2020-04-17,970
ut,2020-04-17,110
va,2020-04-17,602
vt,2020-04-17,5
wa,2020-04-17,460
wi,2020-04-17,178
wv,2020-04-17,47
wy,2020-04-17,9
ak,2020-04-18,5
al,2020-04-18,231
ar,2020-04-18,49
az,2020-04-18,213
ca,2020-04-18,1354
co,2020-04-18,393
ct,2020-04-18,741
dc,2020-04-18,190
de,2020-04-18,221
fl,2020-04-18,733
ga,2020-04-18,475
hi,2020-04-18,33
ia,2020-04-18,181
id,2020-04-18,46
il,2020-04-18,1582
in,2020-04-18,487
ks,2020-04-18,91
ky,2020-04-18,185
la,2020-04-18,462
ma,2020-04-18,1489
md,2020-04-18,754
me,2020-04-18,20
mi,2020-04-18,769
mn,2020-04-18,139
mo,2020-04-18,193
ms,2020-04-18,181
mt,2020-04-18,4
nc,2020-04-18,353
nd,2020-04-18,135
ne,2020-04-18,183
nh,2020-04-18,55
nj,2020-04-18,2953
nm,2020-04-18,201
nv,2020-04-18,102
ny,2020-04-18,6806
oh,2020-04-18,1115
ok,2020-04-18,0
or,2020-04-18,59
pa,2020-04-18,1764
pr,2020-04-18,50
ri,2020-04-18,314
sc,2020-04-18,149
sd,2020-04-18,131
tn,2020-04-18,326
tx,2020-04-18,841
ut,2020-04-18,124
va,2020-04-18,562
vt,2020-04-18,24
wa,2020-04-18,259
wi,2020-04-18,146
wv,2020-04-18,10
wy,2020-04-18,4
ak,2020-04-19,5
al,2020-04-19,190
ar,2020-04-19,37
az,2020-04-19,209
ca,2020-04-19,920
co,2020-04-19,290
ct,2020-04-19,412
dc,2020-04-19,127
de,2020-04-19,0
fl,2020-04-19,822
ga,2020-04-19,632
hi,2020-04-19,6
ia,2020-04-19,389
id,2020-04-19,13
il,2020-04-19,1197
in,2020-04-19,570
ks,2020-04-19,84
ky,2020-04-19,253
la,2020-04-19,348
ma,2020-04-19,1093
md,2020-04-19,521
me,2020-04-19,20
mi,2020-04-19,645
mn,2020-04-19,147
mo,2020-04-19,168
ms,2020-04-19,300
mt,2020-04-19,7
nc,2020-04-19,294
nd,2020-04-19,57
ne,2020-04-19,225
nh,2020-04-19,48
nj,2020-04-19,3881
nm,2020-04-19,47
nv,2020-04-19,102
ny,2020-04-19,6148
oh,2020-04-19,1380
ok,2020-04-19,102
or,2020-04-19,66
pa,2020-04-19,1250
pr,2020-04-19,95
ri,2020-04-19,215
sc,2020-04-19,129
sd,2020-04-19,93
tn,2020-04-19,481
tx,2020-04-19,550
ut,2020-04-19,152
va,2020-04-19,489
vt,2020-04-19,10
wa,2020-04-19,202
wi,2020-04-19,147
wv,2020-04-19,105
wy,2020-04-19,4
ak,2020-04-20,2
al,2020-04-20,185
ar,2020-04-20,192
az,2020-04-20,135
ca,2020-04-20,2255
co,2020-04-20,382
ct,2020-04-20,1853
dc,2020-04-20,134
de,2020-04-20,207
fl,2020-04-20,745
ga,2020-04-20,1106
hi,2020-04-20,4
ia,2020-04-20,257
id,2020-04-20,4
il,2020-04-20,1156
in,2020-04-20,477
ks,2020-04-20,143
ky,2020-04-20,90
la,2020-04-20,595
ma,2020-04-20,2692
md,2020-04-20,837
me,2020-04-20,8
mi,2020-04-20,627
mn,2020-04-20,114
mo,2020-04-20,162
ms,2020-04-20,238
mt,2020-04-20,0
nc,2020-04-20,215
nd,2020-04-20,42
ne,2020-04-20,174
nh,2020-04-20,57
nj,2020-04-20,3421
nm,2020-04-20,126
nv,2020-04-20,102
ny,2020-04-20,5080
oh,2020-04-20,1317
ok,2020-04-20,113
or,2020-04-20,47
pa,2020-04-20,1012
pr,2020-04-20,39
ri,2020-04-20,384
sc,2020-04-20,69
sd,2020-04-20,50
tn,2020-04-20,168
tx,2020-04-20,495
ut,2020-04-20,144
va,2020-04-20,448
vt,2020-04-20,3
wa,2020-04-20,136
wi,2020-04-20,153
wv,2020-04-20,12
wy,2020-04-20,4
ak,2020-04-21,8
al,2020-04-21,241
ar,2020-04-21,17
az,2020-04-21,188
ca,2020-04-21,1794
co,2020-04-21,361
ct,2020-04-21,545
dc,2020-04-21,171
de,2020-04-21,186
fl,2020-04-21,810
ga,2020-04-21,474
hi,2020-04-21,2
ia,2020-04-21,482
id,2020-04-21,64
il,2020-04-21,1546
in,2020-04-21,409
ks,2020-04-21,116
ky,2020-04-21,154
la,2020-04-21,331
ma,2020-04-21,2195
md,2020-04-21,509
me,2020-04-21,13
mi,2020-04-21,668
mn,2020-04-21,97
mo,2020-04-21,199
ms,2020-04-21,204
mt,2020-04-21,4
nc,2020-04-21,298
nd,2020-04-21,17
ne,2020-04-21,37
nh,2020-04-21,43
nj,2020-04-21,3665
nm,2020-04-21,0
nv,2020-04-21,107
ny,2020-04-21,4865
oh,2020-04-21,806
ok,2020-04-21,127
or,2020-04-21,47
pa,2020-04-21,1335
pr,2020-04-21,46
ri,2020-04-21,410
sc,2020-04-21,-7
sd,2020-04-21,70
tn,2020-04-21,156
tx,2020-04-21,932
ut,2020-04-21,84
va,2020-04-21,640
vt,2020-04-21,2
wa,2020-04-21,278
wi,2020-04-21,126
wv,2020-04-21,6
wy,2020-04-21,126
ak,2020-04-22,6
al,2020-04-22,288
ar,2020-04-22,286
az,2020-04-22,217
ca,2020-04-22,1872
co,2020-04-22,418
ct,2020-04-22,2109
dc,2020-04-22,108
de,2020-04-22,269
fl,2020-04-22,440
ga,2020-04-22,1333
hi,2020-04-22,6
ia,2020-04-22,107
id,2020-04-22,30
il,2020-04-22,2048
in,2020-04-22,341
ks,2020-04-22,167
ky,2020-04-22,174
la,2020-04-22,404
ma,2020-04-22,2711
md,2020-04-22,582
me,2020-04-22,19
mi,2020-04-22,1316
mn,2020-04-22,155
mo,2020-04-22,191
ms,2020-04-22,178
mt,2020-04-22,2
nc,2020-04-22,397
nd,2020-04-22,35
ne,2020-04-22,128
nh,2020-04-22,98
nj,2020-04-22,3527
nm,2020-04-22,239
nv,2020-04-22,144
ny,2020-04-22,4931
oh,2020-04-22,392
ok,2020-04-22,87
or,2020-04-22,55
pa,2020-04-22,833
pr,2020-04-22,-46
ri,2020-04-22,341
sc,2020-04-22,322
sd,2020-04-22,103
tn,2020-04-22,0
tx,2020-04-22,662
ut,2020-04-22,148
va,2020-04-22,636
vt,2020-04-22,5
wa,2020-04-22,204
wi,2020-04-22,220
wv,2020-04-22,31
wy,2020-04-22,4
ak,2020-04-23,2
al,2020-04-23,207
ar,2020-04-23,323
az,2020-04-23,299
ca,2020-04-23,2209
co,2020-04-23,387
ct,2020-04-23,631
dc,2020-04-23,155
de,2020-04-23,108
fl,2020-04-23,1339
ga,2020-04-23,669
hi,2020-04-23,4
ia,2020-04-23,176
id,2020-04-23,70
il,2020-04-23,1830
in,2020-04-23,601
ks,2020-04-23,390
ky,2020-04-23,101
la,2020-04-23,481
ma,2020-04-23,2407
md,2020-04-23,962
me,2020-04-23,30
mi,2020-04-23,1328
mn,2020-04-23,220
mo,2020-04-23,267
ms,2020-04-23,259
mt,2020-04-23,3
nc,2020-04-23,472
nd,2020-04-23,30
ne,2020-04-23,389
nh,2020-04-23,82
nj,2020-04-23,4111
nm,2020-04-23,169
nv,2020-04-23,127
ny,2020-04-23,5033
oh,2020-04-23,577
ok,2020-04-23,123
or,2020-04-23,68
pa,2020-04-23,2297
pr,2020-04-23,-22
ri,2020-04-23,415
sc,2020-04-23,156
sd,2020-04-23,98
tn,2020-04-23,872
tx,2020-04-23,1300
ut,2020-04-23,167
va,2020-04-23,732
vt,2020-04-23,2
wa,2020-04-23,157
wi,2020-04-23,207
wv,2020-04-23,42
wy,2020-04-23,6
ak,2020-04-24,2
al,2020-04-24,193
ar,2020-04-24,211
az,2020-04-24,273
ca,2020-04-24,1794
co,2020-04-24,978
ct,2020-04-24,836
dc,2020-04-24,167
de,2020-04-24,134
fl,2020-04-24,885
ga,2020-04-24,608
hi,2020-04-24,5
ia,2020-04-24,521
id,2020-04-24,34
il,2020-04-24,2721
in,2020-04-24,642
ks,2020-04-24,238
ky,2020-04-24,300
la,2020-04-24,401
ma,2020-04-24,2284
md,2020-04-24,879
me,2020-04-24,28
mi,2020-04-24,1269
mn,2020-04-24,243
mo,2020-04-24,243
ms,2020-04-24,281
mt,2020-04-24,2
nc,2020-04-24,434
nd,2020-04-24,39
ne,2020-04-24,222
nh,2020-04-24,50
nj,2020-04-24,2171
nm,2020-04-24,142
nv,2020-04-24,190
ny,2020-04-24,8130
oh,2020-04-24,475
ok,2020-04-24,104
or,2020-04-24,50
pa,2020-04-24,1829
pr,2020-04-24,46
ri,2020-04-24,443
sc,2020-04-24,153
sd,2020-04-24,84
tn,2020-04-24,462
tx,2020-04-24,992
ut,2020-04-24,170
va,2020-04-24,596
vt,2020-04-24,2
wa,2020-04-24,224
wi,2020-04-24,304
wv,2020-04-24,29
wy,2020-04-24,20
ak,2020-04-25,0
al,2020-04-25,182
ar,2020-04-25,101
az,2020-04-25,241
ca,2020-04-25,1013
co,2020-04-25,712
ct,2020-04-25,647
dc,2020-04-25,171
de,2020-04-25,134
fl,2020-04-25,306
ga,2020-04-25,731
hi,2020-04-25,4
ia,2020-04-25,647
id,2020-04-25,17
il,2020-04-25,2119
in,2020-04-25,718
ks,2020-04-25,176
ky,2020-04-25,136
la,2020-04-25,372
ma,2020-04-25,1498
md,2020-04-25,1150
me,2020-04-25,0
mi,2020-04-25,400
mn,2020-04-25,261
mo,2020-04-25,165
ms,2020-04-25,284
mt,2020-04-25,1
nc,2020-04-25,295
nd,2020-04-25,55
ne,2020-04-25,295
nh,2020-04-25,77
nj,2020-04-25,3302
nm,2020-04-25,139
nv,2020-04-25,141
ny,2020-04-25,10553
oh,2020-04-25,418
ok,2020-04-25,73
or,2020-04-25,76
pa,2020-04-25,945
pr,2020-04-25,-403
ri,2020-04-25,430
sc,2020-04-25,183
sd,2020-04-25,107
tn,2020-04-25,461
tx,2020-04-25,534
ut,2020-04-25,166
va,2020-04-25,772
vt,2020-04-25,16
wa,2020-04-25,342
wi,2020-04-25,331
wv,2020-04-25,0
wy,2020-04-25,18
ak,2020-04-26,2
al,2020-04-26,201
ar,2020-04-26,90
az,2020-04-26,248
ca,2020-04-26,1191
co,2020-04-26,473
ct,2020-04-26,686
dc,2020-04-26,142
de,2020-04-26,458
fl,2020-04-26,693
ga,2020-04-26,264
hi,2020-04-26,1
ia,2020-04-26,384
id,2020-04-26,10
il,2020-04-26,2126
in,2020-04-26,613
ks,2020-04-26,142
ky,2020-04-26,170
la,2020-04-26,261
ma,2020-04-26,847
md,2020-04-26,815
me,2020-04-26,50
mi,2020-04-26,739
mn,2020-04-26,156
mo,2020-04-26,167
ms,2020-04-26,193
mt,2020-04-26,3
nc,2020-04-26,410
nd,2020-04-26,64
ne,2020-04-26,311
nh,2020-04-26,67
nj,2020-04-26,3540
nm,2020-04-26,66
nv,2020-04-26,195
ny,2020-04-26,5902
oh,2020-04-26,385
ok,2020-04-26,60
or,2020-04-26,58
pa,2020-04-26,1463
pr,2020-04-26,13
ri,2020-04-26,310
sc,2020-04-26,245
sd,2020-04-26,65
tn,2020-04-26,478
tx,2020-04-26,803
ut,2020-04-26,175
va,2020-04-26,604
vt,2020-04-26,8
wa,2020-04-26,202
wi,2020-04-26,225
wv,2020-04-26,45
wy,2020-04-26,11
ak,2020-04-27,4
al,2020-04-27,146
ar,2020-04-27,68
az,2020-04-27,191
ca,2020-04-27,1413
co,2020-04-27,438
ct,2020-04-27,728
dc,2020-04-27,51
de,2020-04-27,128
fl,2020-04-27,606
ga,2020-04-27,816
hi,2020-04-27,1
ia,2020-04-27,392
id,2020-04-27,0
il,2020-04-27,1980
in,2020-04-27,949
ks,2020-04-27,196
ky,2020-04-27,71
la,2020-04-27,295
ma,2020-04-27,2132
md,2020-04-27,906
me,2020-04-27,8
mi,2020-04-27,477
mn,2020-04-27,209
mo,2020-04-27,169
ms,2020-04-27,183
mt,2020-04-27,1
nc,2020-04-27,443
nd,2020-04-27,75
ne,2020-04-27,328
nh,2020-04-27,74
nj,2020-04-27,2150
nm,2020-04-27,99
nv,2020-04-27,-34
ny,2020-04-27,3951
oh,2020-04-27,353
ok,2020-04-27,27
or,2020-04-27,43
pa,2020-04-27,942
pr,2020-04-27,4
ri,2020-04-27,269
sc,2020-04-27,115
sd,2020-04-27,32
tn,2020-04-27,251
tx,2020-04-27,445
ut,2020-04-27,113
va,2020-04-27,568
vt,2020-04-27,4
wa,2020-04-27,165
wi,2020-04-27,169
wv,2020-04-27,8
wy,2020-04-27,18
ak,2020-04-28,6
al,2020-04-28,199
ar,2020-04-28,58
az,2020-04-28,230
ca,2020-04-28,1192
co,2020-04-28,437
ct,2020-04-28,315
dc,2020-04-28,102
de,2020-04-28,413
fl,2020-04-28,710
ga,2020-04-28,620
hi,2020-04-28,2
ia,2020-04-28,508
id,2020-04-28,55
il,2020-04-28,2219
in,2020-04-28,627
ks,2020-04-28,179
ky,2020-04-28,219
la,2020-04-28,218
ma,2020-04-28,2109
md,2020-04-28,626
me,2020-04-28,17
mi,2020-04-28,1105
mn,2020-04-28,370
mo,2020-04-28,147
ms,2020-04-28,248
mt,2020-04-28,2
nc,2020-04-28,362
nd,2020-04-28,49
ne,2020-04-28,159
nh,2020-04-28,72
nj,2020-04-28,2668
nm,2020-04-28,149
nv,2020-04-28,121
ny,2020-04-28,3110
oh,2020-04-28,444
ok,2020-04-28,129
or,2020-04-28,31
pa,2020-04-28,1579
pr,2020-04-28,3
ri,2020-04-28,219
sc,2020-04-28,122
sd,2020-04-28,69
tn,2020-04-28,134
tx,2020-04-28,952
ut,2020-04-28,109
va,2020-04-28,801
vt,2020-04-28,7
wa,2020-04-28,156
wi,2020-04-28,208
wv,2020-04-28,32
wy,2020-04-28,16
ak,2020-04-29,4
al,2020-04-29,159
ar,2020-04-29,66
az,2020-04-29,254
ca,2020-04-29,2583
co,2020-04-29,442
ct,2020-04-29,455
dc,2020-04-29,112
de,2020-04-29,80
fl,2020-04-29,345
ga,2020-04-29,853
hi,2020-04-29,4
ia,2020-04-29,467
id,2020-04-29,0
il,2020-04-29,2256
in,2020-04-29,594
ks,2020-04-29,187
ky,2020-04-29,162
la,2020-04-29,374
ma,2020-04-29,2191
md,2020-04-29,736
me,2020-04-29,16
mi,2020-04-29,1019
mn,2020-04-29,463
mo,2020-04-29,170
ms,2020-04-29,227
mt,2020-04-29,0
nc,2020-04-29,567
nd,2020-04-29,42
ne,2020-04-29,334
nh,2020-04-29,48
nj,2020-04-29,2509
nm,2020-04-29,239
nv,2020-04-29,113
ny,2020-04-29,4585
oh,2020-04-29,534
ok,2020-04-29,63
or,2020-04-29,61
pa,2020-04-29,1190
pr,2020-04-29,6
ri,2020-04-29,320
sc,2020-04-29,147
sd,2020-04-29,60
tn,2020-04-29,314
tx,2020-04-29,1008
ut,2020-04-29,152
va,2020-04-29,623
vt,2020-04-29,0
wa,2020-04-29,228
wi,2020-04-29,231
wv,2020-04-29,15
wy,2020-04-29,9
ak,2020-04-30,0
al,2020-04-30,208
ar,2020-04-30,88
az,2020-04-30,446
ca,2020-04-30,1383
co,2020-04-30,526
ct,2020-04-30,933
dc,2020-04-30,217
de,2020-04-30,79
fl,2020-04-30,497
ga,2020-04-30,489
hi,2020-04-30,5
ia,2020-04-30,302
id,2020-04-30,32
il,2020-04-30,2560
in,2020-04-30,653
ks,2020-04-30,574
ky,2020-04-30,171
la,2020-04-30,341
ma,2020-04-30,2051
md,2020-04-30,893
me,2020-04-30,39
mi,2020-04-30,908
mn,2020-04-30,492
mo,2020-04-30,195
ms,2020-04-30,246
mt,2020-04-30,2
nc,2020-04-30,409
nd,2020-04-30,34
ne,2020-04-30,430
nh,2020-04-30,88
nj,2020-04-30,2287
nm,2020-04-30,198
nv,2020-04-30,119
ny,2020-04-30,4681
oh,2020-04-30,724
ok,2020-04-30,145
or,2020-04-30,64
pa,2020-04-30,1644
pr,2020-04-30,50
ri,2020-04-30,374
sc,2020-04-30,213
sd,2020-04-30,76
tn,2020-04-30,369
tx,2020-04-30,1364
ut,2020-04-30,175
va,2020-04-30,885
vt,2020-04-30,4
wa,2020-04-30,257
wi,2020-04-30,334
wv,2020-04-30,15
wy,2020-04-30,14
ak,2020-05-01,9
al,2020-05-01,253
ar,2020-05-01,56
az,2020-05-01,314
ca,2020-05-01,1896
co,2020-05-01,509
ct,2020-05-01,1064
dc,2020-05-01,335
de,2020-05-01,184
fl,2020-05-01,1038
ga,2020-05-01,1225
hi,2020-05-01,1
ia,2020-05-01,739
id,2020-05-01,31
il,2020-05-01,3137
in,2020-05-01,795
ks,2020-05-01,221
ky,2020-05-01,174
la,2020-05-01,710
ma,2020-05-01,2086
md,2020-05-01,1730
me,2020-05-01,28
mi,2020-05-01,937
mn,2020-05-01,594
mo,2020-05-01,234
ms,2020-05-01,397
mt,2020-05-01,0
nc,2020-05-01,465
nd,2020-05-01,40
ne,2020-05-01,727
nh,2020-05-01,164
nj,2020-05-01,2538
nm,2020-05-01,102
nv,2020-05-01,195
ny,2020-05-01,3942
oh,2020-05-01,716
ok,2020-05-01,130
or,2020-05-01,69
pa,2020-05-01,1608
pr,2020-05-01,9
ri,2020-05-01,341
sc,2020-05-01,163
sd,2020-05-01,76
tn,2020-05-01,1156
tx,2020-05-01,965
ut,2020-05-01,156
va,2020-05-01,1055
vt,2020-05-01,13
wa,2020-05-01,310
wi,2020-05-01,460
wv,2020-05-01,27
wy,2020-05-01,7
ak,2020-05-02,1
al,2020-05-02,260
ar,2020-05-02,35
az,2020-05-02,395
ca,2020-05-02,1321
co,2020-05-02,432
ct,2020-05-02,523
dc,2020-05-02,139
de,2020-05-02,120
fl,2020-05-02,735
ga,2020-05-02,842
hi,2020-05-02,1
ia,2020-05-02,759
id,2020-05-02,46
il,2020-05-02,2450
in,2020-05-02,665
ks,2020-05-02,251
ky,2020-05-02,-3
la,2020-05-02,429
ma,2020-05-02,1031
md,2020-05-02,1001
me,2020-05-02,30
mi,2020-05-02,632
mn,2020-05-02,502
mo,2020-05-02,259
ms,2020-05-02,229
mt,2020-05-02,2
nc,2020-05-02,344
nd,2020-05-02,46
ne,2020-05-02,309
nh,2020-05-02,119
nj,2020-05-02,2527
nm,2020-05-02,219
nv,2020-05-02,141
ny,2020-05-02,4663
oh,2020-05-02,592
ok,2020-05-02,103
or,2020-05-02,56
pa,2020-05-02,915
pr,2020-05-02,9
ri,2020-05-02,327
sc,2020-05-02,231
sd,2020-05-02,63
tn,2020-05-02,770
tx,2020-05-02,1217
ut,2020-05-02,157
va,2020-05-02,836
vt,2020-05-02,7
wa,2020-05-02,366
wi,2020-05-02,346
wv,2020-05-02,33
wy,2020-05-02,13
ak,2020-05-03,3
al,2020-05-03,277
ar,2020-05-03,65
az,2020-05-03,276
ca,2020-05-03,1556
co,2020-05-03,410
ct,2020-05-03,0
dc,2020-05-03,219
de,2020-05-03,170
fl,2020-05-03,615
ga,2020-05-03,334
hi,2020-05-03,0
ia,2020-05-03,532
id,2020-05-03,0
il,2020-05-03,2994
in,2020-05-03,638
ks,2020-05-03,271
ky,2020-05-03,251
la,2020-05-03,200
ma,2020-05-03,739
md,2020-05-03,989
me,2020-05-03,32
mi,2020-05-03,602
mn,2020-05-03,431
mo,2020-05-03,263
ms,2020-05-03,109
mt,2020-05-03,0
nc,2020-05-03,238
nd,2020-05-03,38
ne,2020-05-03,344
nh,2020-05-03,89
nj,2020-05-03,3027
nm,2020-05-03,118
nv,2020-05-03,83
ny,2020-05-03,3438
oh,2020-05-03,579
ok,2020-05-03,121
or,2020-05-03,45
pa,2020-05-03,731
pr,2020-05-03,15
ri,2020-05-03,188
sc,2020-05-03,137
sd,2020-05-03,43
tn,2020-05-03,516
tx,2020-05-03,1072
ut,2020-05-03,190
va,2020-05-03,934
vt,2020-05-03,11
wa,2020-05-03,182
wi,2020-05-03,304
wv,2020-05-03,10
wy,2020-05-03,7
ak,2020-05-04,2
al,2020-05-04,226
ar,2020-05-04,54
az,2020-05-04,284
ca,2020-05-04,981
co,2020-05-04,283
ct,2020-05-04,686
dc,2020-05-04,154
de,2020-05-04,80
fl,2020-05-04,819
ga,2020-05-04,786
hi,2020-05-04,1
ia,2020-05-04,528
id,2020-05-04,45
il,2020-05-04,2278
in,2020-05-04,574
ks,2020-05-04,227
ky,2020-05-04,115
la,2020-05-04,333
ma,2020-05-04,1882
md,2020-05-04,946
me,2020-05-04,20
mi,2020-05-04,275
mn,2020-05-04,571
mo,2020-05-04,286
ms,2020-05-04,327
mt,2020-05-04,2
nc,2020-05-04,316
nd,2020-05-04,34
ne,2020-05-04,376
nh,2020-05-04,70
nj,2020-05-04,1525
nm,2020-05-04,181
nv,2020-05-04,158
ny,2020-05-04,2538
oh,2020-05-04,560
ok,2020-05-04,72
or,2020-05-04,79
pa,2020-05-04,1591
pr,2020-05-04,13
ri,2020-05-04,175
sc,2020-05-04,131
sd,2020-05-04,37
tn,2020-05-04,394
tx,2020-05-04,785
ut,2020-05-04,142
va,2020-05-04,821
vt,2020-05-04,5
wa,2020-05-04,277
wi,2020-05-04,272
wv,2020-05-04,29
wy,2020-05-04,10
ak,2020-05-05,1
al,2020-05-05,317
ar,2020-05-05,34
az,2020-05-05,381
ca,2020-05-05,2572
co,2020-05-05,449
ct,2020-05-05,648
dc,2020-05-05,152
de,2020-05-05,83
fl,2020-05-05,542
ga,2020-05-05,547
hi,2020-05-05,4
ia,2020-05-05,408
id,2020-05-05,21
il,2020-05-05,2112
in,2020-05-05,526
ks,2020-05-05,265
ky,2020-05-05,577
la,2020-05-05,323
ma,2020-05-05,1738
md,2020-05-05,709
me,2020-05-05,21
mi,2020-05-05,535
mn,2020-05-05,617
mo,2020-05-05,197
ms,2020-05-05,330
mt,2020-05-05,-1
nc,2020-05-05,445
nd,2020-05-05,41
ne,2020-05-05,336
nh,2020-05-05,48
nj,2020-05-05,2324
nm,2020-05-05,107
nv,2020-05-05,30
ny,2020-05-05,2239
oh,2020-05-05,495
ok,2020-05-05,83
or,2020-05-05,80
pa,2020-05-05,1048
pr,2020-05-05,4
ri,2020-05-05,281
sc,2020-05-05,84
sd,2020-05-05,53
tn,2020-05-05,119
tx,2020-05-05,1161
ut,2020-05-05,132
va,2020-05-05,764
vt,2020-05-05,5
wa,2020-05-05,132
wi,2020-05-05,330
wv,2020-05-05,22
